INST CODE,INSTITUTE NAME,PLACE,DIST,COED,TYPE,YEAR OF ESTB,BRANCH,BRANCH NAME,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC BOYS,SC GIRLS,ST BOYS,ST GIRLS,EWS GEN OU,EWS GIRLS OU,TUITION FEE,AFFILIATED,Year,Phase,TSEAMCET (BiPC) -2023 LAST RANK STATEMENT FINAL  PHASE,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,TSEAMCET(BiPC)-2023 LAST RANK STATEMENT FIRST PHASE,TGEAPCET(Bi.P.C)-2024 LAST RANK STATEMENT FINAL PHASE,Unnamed,Unnamed_1,Unnamed_2,Unnamed_3,Unnamed_4,Unnamed_5,Unnamed_6,Unnamed_7,Unnamed_8,Unnamed_9,Unnamed_10,Unnamed_11,Unnamed_12,Unnamed_13,Unnamed_14,Unnamed_15,Unnamed_16,Unnamed_17,Unnamed_18,Unnamed_19,Unnamed_20,Unnamed_21,Unnamed_22,Unnamed_23,Unnamed_24,Unnamed_25,Unnamed_26,Unnamed_27,KUCP,K U COLLEGE OF PHARMACEUTICAL SCIENCES,WARANGAL,HNK,UNIV,1974,PHB,B. PHARMACY,11340,11340_1,14541,19635,17389,17389_1,11340_2,11340_3,14218,14218_1,25480,32025,24433,24433_1,21798,21798_1,27674,27674_1,45000,KU,TRNP,TRINITY COLLEGE OF PHARMACY,PEDDAPALLY,PDL,PVT,2004,50833,50833_1,72360,72360_1,71057,71057_1,50833_2,50833_3,67548,67548_1,56408,56408_1,69400,69400_1,79373,79373_1,59417,59417_1,60000,SVHU,TGEAPCET (Bi.P.C)-2024 LAST RANK STATEMENT FIRST PHASE,20710,20710_1,17442,17442_1,25480_1,17443,17443_1,19479,19479_1,TRPM,TEEGALA RAMI REDDY COLL OF PHARMACY,MIRPET,RR,2006,PDB,PHARM - D (Bi.,15426,15426_1,28657,34237,24541,24541_1,15426_2,15426_3,22370,22370_1,19160,19160_1,22338,22338_1,25546,35913,18014,18898,68000,JNTUH,Inst Code,Institute Name,Place,Dist Code,Co Education,College Type,Year of Estab,Branch Code,Branch Name,Tuition Fee,Affiliated To
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIPS,DHANVANTHARI INST OF PHARM SCI,KOTHAGUDEM,KGM,COED,PVT,2007,PHB,(BB. iP.PH.CA. RMACY,45674,45674,67694,67694,72471,72471,50945,50945,64460,64460,74340,74340,73538,73538,66409,66409,45674,45674,52000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DNVP,DHANVANTHARI COLLEGE OF PHARM SCI,MAHABUBNAGAR,MBN,COED,PVT,2008,PDB,S(PBTHiR.APE.RCAM.M -) D (Bi.,16631,16631,49717,49717,26838,37715,16631,16631,24686,34415,21336,21336,35943,35943,45870,45870,29583,31781,68000,PLMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DNVP,DHANVANTHARI COLLEGE OF PHARM SCI,MAHABUBNAGAR,MBN,COED,PVT,2008,PHB,SPB.T.C RP. EHSATAMRREM)AAMC)Y,26761,26761,38105,38105,42580,42580,26761,33780,34286,34286,28371,30726,43971,43971,52802,52802,71695,71695,60000,PLMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,COED,PVT,2008,BTB,(BBIOi.P-.C.,13205,13205,18648,18648,17395,17395,18489,18489,15111,15111,17747,18562,29375,29375,18077,18077,23624,23624,100000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,COED,PVT,2008,PHS,STPTEHRCAEHRANMMOA)LCOEGUYT IC,26923,26923,51174,51174,64151,70845,26923,26923,46128,64847,38273,47239,57667,57667,48997,48997,59596,59596,100000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GATP,GATE INSTITUTE OF PHARAMACEUTICAL SCIENCES,KODAD,SRP,COED,PVT,2008,PDB,(APBHLi .AP.RCM. - D (Bi.,8906,8906,61762,69564,8906,28905,21348,21348,29923,29923,24219,24219,30469,33674,23615,40127,27378,27378,68000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GATP,GATE INSTITUTE OF PHARAMACEUTICAL SCIENCES,KODAD,SRP,COED,PVT,2008,PHB,SEPB.TN.C RPG. EHSIANTAMREREEM)ARAMINC)GY,41566,41566,72573,72573,71895,71895,41566,49070,57600,57600,58936,58936,63316,63316,63678,63678,61279,61279,90000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBCP,GLOBAL COLLEGE OF PHARMACY,CHILKUR,RR,COED,PVT,2007,PDB,((PBBHii..APP..RCCM.. - D (Bi.,4186,4186,27928,27928,21081,21081,4186,4186,14399,14399,4186,16018,25025,25025,30395,30395,17026,19547,68000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBCP,GLOBAL COLLEGE OF PHARMACY,CHILKUR,RR,COED,PVT,2007,PHB,SSPB.TT.C RRP. EEHSAATA MMRREM ))AAMC)Y,29960,29960,56620,56620,47947,47947,36606,36606,43116,43116,34352,34352,48960,48960,56116,56116,54514,54514,75000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBNP,GURRAM BALANARSAIAH INST OF PHARMACY,GHATKESAR,MDL,COED,PVT,2007,PDB,(PBHi.AP.RCM. - D (Bi.,13080,13080,23756,23756,19813,19813,13080,13080,19049,19049,16866,16866,19276,19276,20801,20801,15593,15593,68000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBNP,GURRAM BALANARSAIAH INST OF PHARMACY,GHATKESAR,MDL,COED,PVT,2007,PHB,SPB.T.C RP. EHSATAMRREM)AAMC)Y,26369,26369,53174,53174,43262,47234,26369,63082,41767,41767,36252,36252,42833,42833,45764,45769,70817,70817,65000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GCPK,GEETHANJALI COLL OF PHARM,KEESARA,MDL,COED,PVT,2007,PDB,(PBHi.AP.RCM. - D (Bi.,10705,10705,14031,14944,15493,15493,10705,10705,15114,16296,11338,11338,12879,12879,17143,17143,13392,18599,125000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GCPK,GEETHANJALI COLL OF PHARM,KEESARA,MDL,COED,PVT,2007,PHB,SPB.T.C RP. EHSATAMRREM)AAMC)Y,22265,22265,33776,33776,32365,32365,22265,23053,28882,28882,28305,28305,37392,37392,44984,44984,71532,71532,90000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GJCP,GYANA JYOTHI COLLEGE OF PHARMACY,UPPAL,MDL,COED,PVT,2007,PHB,(BB. iP.PH.CA. RMACY,24452,27917,56405,56405,40246,40246,38450,38450,37127,37127,35167,35167,45968,45968,49160,49160,61682,61682,55000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLND,GLAND INST OF PHARACEUTICAL SCIENCES,KOTHAPET,MED,COED,PVT,2009,PHB,S(BBT. iRP.PEH.CAA.M RM)ACY,33995,33995,57274,57274,50731,50731,48357,49148,42680,42680,47067,47067,53681,53681,57888,57888,70015,70015,50000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GPRP,G P R COLLEGE OF PHARMACY,MEHDIPATNAM,HYD,COED,PVT,1995,PDB,S(PBTHiR.APE.RCAM.M -) D (Bi.,5516,5516,10710,10710,7753,7753,5516,5516,5754,7129,6766,6766,9577,9577,14454,14454,9774,9774,78000,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GPRP,G P R COLLEGE OF PHARMACY,MEHDIPATNAM,HYD,COED,PVT,1995,PHB,SPB.T.C RP. EHSATAMRREM)AAMC)Y,14381,14381,22707,22707,24252,24252,14381,14381,18560,18560,17955,17955,24406,24406,29564,29564,20051,20051,95000,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRCP,GOKARAJU RANGARAJU COLLEGE OF PHARMACY,BACHUPALLI,MDL,COED,PVT,2003,PHB,(BB. iP.PH.CA. RMACY,11810,11810,21359,21359,17448,17448,11810,11810,15519,15519,18233,18233,21450,21450,24165,31392,22975,22975,75000,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,PDB,S(PBTHiR.APE.RCAM.M -) D (Bi.,7192,7192,20381,20381,8579,8579,7192,7192,12469,12469,10888,10888,8727,14531,13919,13919,13014,13014,125000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,PHB,SPB.T.C RP. EHSATAMRREM)AAMC)Y,18649,18649,38191,38191,25005,25005,52185,52185,25468,25468,24953,24953,26101,26101,32198,32929,39097,39097,110000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIPS,HETERO INSTITUTE OF PHARMACEUTICAL SCIENCES,SATHUPALLY,KHM,COED,PVT,2024,PHB,(BB. iP.PH.CA. RMACY,48217,48217,62280,72412,68195,68195,63744,63744,75959,75959,60462,72937,74332,74332,77912,77912,56188,56188,31000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HMIP,HOLY MARY INST OF TECH AND SCI - BPHARM,KEESARA,MDL,COED,PVT,2005,PDB,S(PBTHiR.APE.RCAM.M -) D (Bi.,7815,7815,28552,28552,20116,21640,7815,7815,19951,19951,18350,18350,25604,25604,26572,26572,18083,20776,68000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HMIP,HOLY MARY INST OF TECH AND SCI - BPHARM,KEESARA,MDL,COED,PVT,2005,PHB,SPB.T.C RP. EHSATAMRREM)AAMC)Y,31320,31320,59012,59012,48004,48004,61636,61636,38597,42842,35746,35746,45603,45603,53286,53286,64942,64942,60000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDP,SRI INDU INST OF PHARMACY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,PDB,(PBHi.AP.RCM. - D (Bi.,11926,11926,11926,20730,16516,16516,11926,11926,11926,14836,12645,12645,21447,21447,24997,24997,19281,19281,100000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDP,SRI INDU INST OF PHARMACY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,PHB,SPB.T.C RP. EHSATAMRREM)AAMC)Y,24486,24486,47580,47580,35681,35681,24486,65592,33551,33551,26406,30885,37940,37940,44033,44033,49268,49268,87000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JANG,JANGOAN INSTITUTE OF PHARMACEUTICAL SCIS,JANGAON,JGN,COED,PVT,2003,PHB,(BB. iP.PH.CA. RMACY,44315,44315,73386,73386,73042,73042,44315,44315,65333,65333,52725,52725,69288,69288,76371,76371,44315,44315,55000,KU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JBCP,JOGINPALLY B R PHARMACY COLLEGE,YENKAPALLY,RR,COED,PVT,2007,PDB,S(PBTHiR.APE.RCAM.M -) D (Bi.,13812,13812,21173,21173,15399,15675,13812,13812,20817,20817,13812,16436,22292,22292,27668,28308,18780,18780,85000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JBCP,JOGINPALLY B R PHARMACY COLLEGE,YENKAPALLY,RR,COED,PVT,2007,PHB,SPB.T.C RP. EHSATAMRREM)AAMC)Y,30245,30245,51562,51562,44008,44008,33171,33171,39830,39830,34268,34268,48750,48750,50378,50378,66734,66734,66000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JCPN,JAYAMUKHI COLLEGE OF PHARMACY,NARSAMPET,WGL,COED,PVT,2005,PDB,(PBHi.AP.RCM. - D (Bi.,21931,21931,41406,41406,27927,27927,21931,21931,23578,26169,21931,21931,31792,31963,35842,35842,25425,40054,68000,KU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JCPN,JAYAMUKHI COLLEGE OF PHARMACY,NARSAMPET,WGL,COED,PVT,2005,PHB,SPB.T.C RP. EHSATAMRREM)AAMC)Y,44987,44987,71896,71896,71554,71554,64451,64451,64256,64256,60200,67507,67917,67917,72377,74254,44987,44987,45000,KU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JIPS,JAYAMUKHI INST OF PHARM SCI,NARSAMPET,WGL,COED,PVT,2006,PHB,(BB. iP.PH.CA. RMACY,44756,44756,71502,71502,65500,65500,44756,44756,61334,61334,64382,64382,68508,68508,70469,75099,44756,44756,45000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JJPM,J J COLLEGE OF PHARMACY,MAHESWARAM,RR,COED,PVT,2005,PDB,S(PBTHiR.APE.RCAM.M -) D (Bi.,17140,17140,34140,34140,26881,27785,17140,33373,17140,17140,20182,20182,27255,27255,31326,31326,28940,28940,68000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JJPM,J J COLLEGE OF PHARMACY,MAHESWARAM,RR,COED,PVT,2005,PHB,SPB.T.C RP. EHSATAMRREM)AAMC)Y,32615,32615,67394,67394,52341,52341,32615,32615,45933,45933,41947,41947,53347,53347,60081,61499,70909,70909,50000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JMIP,JYOTHISHMATHI INST OF PHARM SCI,KARIMNAGAR,KRM,COED,PVT,2007,PDB,(PBHi.AP.RCM. - D (Bi.,17412,17412,34306,34306,27003,27003,22733,22733,33798,33798,18528,18528,30603,30603,42925,42925,22282,31454,75000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JMIP,JYOTHISHMATHI INST OF PHARM SCI,KARIMNAGAR,KRM,COED,PVT,2007,PHB,SPB.T.C RP. EHSATAMRREM)AAMC)Y,36863,36863,72574,72574,65712,65712,36863,36863,50902,50902,42756,48520,49265,51054,74372,74372,56351,56351,54000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,BTB,(BBIOi.P-.C.,4201,4201,8696,8696,5114,5577,4201,5413,6066,6066,5880,5880,10298,10298,10945,10945,6431,6431,100000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,PHB,STBTE. RCPEHHANAMROM)LOAGCYY,8958,8958,14373,15304,8958,8958,8958,8958,8958,8958,15298,15298,8985,8985,11216,11216,9018,9018,45000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JNTHSF,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD - SELF FINANCE,HYDERABAD,MDL,COED,UNIV,1965,PHB,((BBB. iiP..PPH..CCA.. RMACY,9683,9683,16557,16557,17587,17587,36749,36749,11436,11436,15538,15538,11425,12080,13851,13851,19014,19014,90000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FINALPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JNTP,JNTUH UNIVERSITY COLLEGE OF PHARMACEUTICAL SCIENCES SULTANPUR,SULTANPUR,SRD,COED,UNIV,2012,PHB,SS(BBTT. iRRP.PEEH.CAAA.MM RM))ACY,10613,10613,20328,22611,12817,12817,10613,10613,14265,14265,22473,22473,15911,15911,17036,17036,18644,18644,35000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
